alpha,beta,gamma,bx,by,bz,ncc,geo_r,geo_t,geo_d,geo_se3,time,idx,parameterization,ssim,alpha2,beta2,gamma2,bx2,by2,bz2
-1.0633182525634766,-0.1146792322397232,2.004667282104492,198.59286499023438,-50.14469909667969,184.0492401123047,0.5889334082603455,58.55305099487305,48.78208923339844,76.21123504638672,48.80323791503906,0.12724127099500038,3,se3_log_map,0.6026453971862793,1.725250482559204,-1.1017260551452637,-0.5612645149230957,279.130126953125,155.44271850585938,28.05492401123047
-1.0593900680541992,-0.11665796488523483,1.9988131523132324,199.9557342529297,-50.05339813232422,184.4174041748047,0.5929141640663147,57.55446243286133,49.05717849731445,75.62488555908203,49.07814407348633,0.12687864800682291,3,se3_log_map,0.6060196757316589,1.720962643623352,-1.096348524093628,-0.5596470236778259,280.1864013671875,155.53900146484375,28.37807273864746
-1.055748462677002,-0.11801881343126297,1.9929702281951904,201.68377685546875,-50.15385437011719,185.13323974609375,0.596962571144104,56.51377487182617,49.78831100463867,75.31721496582031,49.80949401855469,0.12522638399968855,3,se3_log_map,0.5984134674072266,1.7168673276901245,-1.090993881225586,-0.5587695240974426,281.7864990234375,155.96505737304688,28.809844970703125
-1.0516328811645508,-0.11960875242948532,1.9860999584197998,203.9468536376953,-50.141754150390625,185.63211059570312,0.6038800477981567,55.53781509399414,50.42978286743164,75.01741027832031,50.45138931274414,0.132202661014162,3,se3_log_map,0.6019510626792908,1.7119630575180054,-1.0848749876022339,-0.557826817035675,283.6614074707031,156.26931762695312,28.841848373413086
-1.0452067852020264,-0.12324383854866028,1.9756864309310913,207.00033569335938,-49.14490509033203,184.11236572265625,0.6210408806800842,55.1546630859375,49.26774215698242,73.95503234863281,49.289756774902344,0.1276028149877675,3,se3_log_map,0.5993185043334961,1.703932762145996,-1.076047658920288,-0.5550782084465027,284.77984619140625,155.0943145751953,26.945234298706055
-1.0406970977783203,-0.12494654208421707,1.966636300086975,210.28485107421875,-48.70026397705078,183.64231872558594,0.6239423751831055,54.682167053222656,49.48196029663086,73.74688720703125,49.504981994628906,0.13040920899948105,3,se3_log_map,0.6025357246398926,1.697206735610962,-1.0687507390975952,-0.5546968579292297,286.85870361328125,154.8994598388672,25.6539363861084
-1.0368001461029053,-0.12518447637557983,1.9593638181686401,212.84481811523438,-48.584503173828125,183.70217895507812,0.6219419836997986,54.07652282714844,50.239444732666016,73.81240844726562,50.26308059692383,0.13254777999827638,3,se3_log_map,0.6047818660736084,1.6924997568130493,-1.062150478363037,-0.5552417635917664,288.7022399902344,155.15199279785156,25.19445037841797
-1.0328874588012695,-0.12397141009569168,1.953851342201233,214.61822509765625,-48.917335510253906,184.35443115234375,0.6204712390899658,53.14564514160156,51.505897521972656,74.00890350341797,51.529640197753906,0.12888727101380937,3,se3_log_map,0.6083397269248962,1.69007408618927,-1.0556498765945435,-0.5563146471977234,290.3004150390625,155.7920379638672,25.82375144958496
-1.0271944999694824,-0.12242095172405243,1.9496970176696777,214.83815002441406,-49.42817687988281,184.96389770507812,0.6322052478790283,52.38779067993164,52.32325744628906,74.04190826416016,52.34662628173828,0.1287081059999764,3,se3_log_map,0.603215217590332,1.6897720098495483,-1.0479923486709595,-0.5559279322624207,290.5547790527344,156.10598754882812,27.6513729095459
-1.0199825763702393,-0.12087264657020569,1.9457066059112549,214.31369018554688,-49.96958923339844,185.36578369140625,0.6433770656585693,51.98859405517578,52.76339340209961,74.07286834716797,52.78633117675781,0.12761699099792168,3,se3_log_map,0.6010334491729736,1.6902421712875366,-1.0390485525131226,-0.5544596314430237,290.0191955566406,156.08013916015625,30.016263961791992
-1.0126527547836304,-0.11942277103662491,1.9402474164962769,214.5543975830078,-50.218048095703125,185.31280517578125,0.6364521980285645,51.95565414428711,52.9798583984375,74.20414733886719,53.00279998779297,0.1293929810053669,3,se3_log_map,0.599114716053009,1.6893808841705322,-1.0294145345687866,-0.5534260869026184,289.7779235839844,155.9035186767578,31.537317276000977
-1.0074853897094727,-0.11768647283315659,1.9338750839233398,216.4805145263672,-50.22416687011719,185.24252319335938,0.6452950239181519,51.86726379394531,53.642459869384766,74.61720275878906,53.666046142578125,0.12963617400964722,3,se3_log_map,0.5995497703552246,1.6868926286697388,-1.021193265914917,-0.5544106960296631,290.94683837890625,156.1764678955078,31.64119529724121
-1.0035438537597656,-0.11603735387325287,1.926275372505188,219.81761169433594,-49.88877868652344,184.75364685058594,0.6509757041931152,52.00538635253906,54.47809600830078,75.31549072265625,54.50267028808594,0.13140135299181566,3,se3_log_map,0.6031595468521118,1.6827269792556763,-1.0135862827301025,-0.5565921664237976,293.0540771484375,156.5000762939453,30.321109771728516
