ID,TRE(mm),MPD(px),TRE_Status,MPD_Status,alpha,beta,gamma,bx,by,bz,file
79,5.99,5.79,成功,成功,-0.8594,0.1000,1.8624,239.35,19.04,120.86,localncczyl_xray079_se3_log_map.csv
46,45.93,41.27,失败,失败,-0.9324,0.1834,1.8056,189.77,22.38,129.64,localncczyl_xray046_se3_log_map.csv
64,7.49,7.24,成功,成功,-0.8254,0.0948,1.8998,238.80,20.25,123.03,localncczyl_xray064_se3_log_map.csv
69,40.89,54.32,失败,失败,-0.9332,0.0595,1.9400,217.31,16.31,93.08,localncczyl_xray069_se3_log_map.csv
71,14.68,17.02,失败,失败,-0.8982,0.2287,1.9169,218.35,9.61,97.67,localncczyl_xray071_se3_log_map.csv
23,44.13,25.96,失败,失败,-0.8437,0.1280,1.8931,204.31,37.05,119.74,localncczyl_xray023_se3_log_map.csv
85,8.00,7.61,成功,成功,-0.8868,0.0784,1.8658,234.65,17.52,125.06,localncczyl_xray085_se3_log_map.csv
57,5.29,5.24,成功,成功,-0.8984,0.0754,1.8586,233.40,12.35,128.03,localncczyl_xray057_se3_log_map.csv
78,37.30,29.92,失败,失败,-0.8437,0.1079,1.9045,208.06,28.04,120.08,localncczyl_xray078_se3_log_map.csv
17,14.72,15.92,失败,失败,-0.9726,0.0882,1.9551,207.95,-1.26,128.75,localncczyl_xray017_se3_log_map.csv
30,2.13,1.79,成功,成功,-0.8147,0.1202,1.8646,248.20,22.01,118.51,localncczyl_xray030_se3_log_map.csv
21,6.04,3.51,成功,成功,-0.7761,0.1459,1.8538,251.93,28.96,115.93,localncczyl_xray021_se3_log_map.csv
70,5.84,3.90,成功,成功,-0.8338,0.1126,1.8601,242.55,22.28,119.20,localncczyl_xray070_se3_log_map.csv
65,11.26,13.64,失败,失败,-0.8378,0.0339,1.9618,234.55,11.29,131.59,localncczyl_xray065_se3_log_map.csv
84,30.32,27.56,失败,失败,-0.8545,0.1019,1.8901,212.25,22.04,120.47,localncczyl_xray084_se3_log_map.csv
27,4.84,2.37,成功,成功,-0.7853,0.1379,1.8578,251.15,27.58,116.53,localncczyl_xray027_se3_log_map.csv
74,13.81,17.61,失败,失败,-0.9000,0.2252,1.9246,221.68,3.49,97.46,localncczyl_xray074_se3_log_map.csv
8,32.97,37.42,失败,失败,-0.9228,0.1459,1.9073,246.05,-2.56,119.09,localncczyl_xray008_se3_log_map.csv
10,3.89,2.55,成功,成功,-0.8287,0.0906,1.8562,249.61,18.75,108.63,localncczyl_xray010_se3_log_map.csv
55,3.36,3.27,成功,成功,-0.8635,0.0923,1.8500,241.51,12.78,128.12,localncczyl_xray055_se3_log_map.csv
